PartnerRefCD,NoOfPoints,CompanyMileagePlanNumber,TransactionDate,LastName
YDFUME0272119610893,152,487520261,2025-10-07,International Life Support, Inc dba American Medical Response
OYGXAO0272119236892,95,912303980,2019-05-29,SOH DLNR ENG
WYJSQP0272121230333,180,694700996,2021-10-31,Bank of Hawaii 256
CYNTWK0272120163056,516,920118883,2024-11-21,New Zealand Seafoods of Hawaii Ltd
YBVHNO0272119009716,149,683522092,2025-10-01,SOH DOT Highways
GMGEQB0272119614510,175,833477875,2025-10-07,Kaiser Permanente - Patient - Travel 6 191082026
CUQCQO0272119232397,180,426099520,2019-09-24,SOH Judiciary Third Circuit
QZRFKK0272119745950,350,506763165,2019-09-03,Commercial Training Consultants Inc
FOXPHY0272119854585,217,484953442,2024-12-23,808 Support Services, LLC
OGWOJO0272118782660,143,946222104,2025-09-29,Outrigger Hotels and Resorts:  Exec Office
FKRRVG0272119842533,249,545564880,2025-10-09,MCCABE HAMILTON & RENNY
JBOUZF0272119601320,240,882158546,2025-09-29,SAUSE HABILL
LWMHQO0272119505958,185,587887134,2019-10-19,Hawaii State Senate
EGZFIX0272119729943,178,705504811,2024-01-05,SOH DAB
IIFTTZ0272119506508,203,484176254,2025-10-06,Coalition for a Tobacco Free Hawaii
JMTAGX0272119735563,277,969698100,2025-10-08,Maui Kupono Builders, LLC
YUBKKH0272118321749,149,454675454,2025-09-24,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
JLUKQN0272119137391,188,935318720,2025-10-02,KS Kaipuwaiola 99
LIWSLM0272119607895,315,492003201,2023-08-12,Petrospect Inc
JMZVFK0272119740473,286,873356816,2021-06-07,Hawaii Pacific Health Medical Group
JBOUZF0272119601693,240,882158546,2025-09-29,SAUSE HABILL
IPEYSP0272119627440,229,488940255,2025-10-07,Kaiser Permanete - Travel Kacie
NTOORQ0272118727868,434,302826112,2025-09-29,SAFELOGIC ALASKA LLC
LTEYPT0272119141732,254,568649141,2024-02-10,Nordic PCL Construction-Execs
ANDAEV0272119247700,313,134734110,2019-07-24,GOODFELLOW BROS., INC.
NJFMNJ0272119512116,188,484176254,2025-10-06,Coalition for a Tobacco Free Hawaii
OTMRYR0272119472666,152,948820375,2023-12-18,Group Builders Inc 
DBRMSX0272119599496,1421,274049300,2019-06-05,PACIFIC OFFICE AUTOMATION
IYVPNH0272119743645,216,506763165,2025-10-08,Commercial Training Consultants Inc
NGEALY0272119861017,211,545564880,2025-10-09,MCCABE HAMILTON & RENNY
MSIBOX0272119841787,211,545564880,2022-09-03,MCCABE HAMILTON & RENNY
MUCUNU0272119856671,258,545564880,2020-02-26,MCCABE HAMILTON & RENNY
OXDFFY0272119839188,240,545564880,2025-10-09,MCCABE HAMILTON & RENNY
GXBWLQ0272119833997,211,545564880,2024-09-11,MCCABE HAMILTON & RENNY
GPWVRQ0272119834725,211,545564880,2023-11-06,MCCABE HAMILTON & RENNY
AUIWYV0272119617133,259,847449256,2020-12-20,Enterprise Holdings 1
JMNOSQ0272119450378,464,37083130,2025-09-26,TANANA CHIEFS CONFERENCE I
LXWGOS0272119495898,180,698974636,2020-02-12,Sunspear Energy LLC
AHEXKE0272118893216,157,847449256,2025-09-30,Enterprise Holdings 1
NVGGAU0272119159524,148,555906875,2025-09-29,KAISER TRAVEL-NORA
FDKDFV0272119143028,79,474110884,2025-10-02,Airborne Aviation Inc
NVGGAU0272119158307,148,555906875,2025-09-29,KAISER TRAVEL-NORA
GMDQCB0272119002838,157,866789346,2025-10-01,PARS Group LLC
ILCQBJ0272119134307,208,675136254,2025-09-29,ILWU Maui Office
SHEINT0272118906420,840,910976791,2021-11-24,LBJ Tropical Medical Center
AKXWFB0272119043762,152,883317562,2025-02-20,Polynesian Adventure Activities, LLC
AXTYCM0272118755358,74,416455760,2025-09-29,AWP SAFETY
IPXNXI0272119020153,79,960346752,2025-10-01,Brotherhood Builders LLC
LUVEIO0272119137150,79,951997653,2021-04-22,Pacific AquaScapes Inc
MUSNQR0272118200252,236,682049480,2025-09-23,Hawaiian Cement
MPVDZQ0272119143029,79,629695290,2019-09-05,Kamoku Contracting LLC
NBGMUP0272118777872,194,402867916,2025-09-29,Kaiser Permanente - Patient - Main Travel Dept 191026830
IPXNXI0272119020151,79,960346752,2025-10-01,Brotherhood Builders LLC
QNAWPD0272118898591,193,555906875,2024-10-01,KAISER TRAVEL-NORA
QJHXUD0272118976074,147,951997653,2025-09-18,Pacific AquaScapes Inc
NBGMUP0272118777871,194,402867916,2025-09-29,Kaiser Permanente - Patient - Main Travel Dept 191026830
DTMDKH0272118761849,189,833477875,2022-12-12,Kaiser Permanente - Patient - Travel 6 191082026
YTQLKM0272118888017,194,858370262,2025-09-24,Shioi Construction Inc
NPPNFX0272119028938,254,858370262,2024-09-12,Shioi Construction Inc
UWSAWI0272119012258,292,539462560,2021-04-22,Hawaiian Linen Supply Hilo
GIXQMR0272119011691,79,506561090,2025-10-01,Creative Designs Hawaii (formerly Billabong Jrs)
YONBUR0272118757932,189,555906875,2025-09-29,KAISER TRAVEL-NORA
EXAMAC0272119143010,245,833477875,2019-04-10,Kaiser Permanente - Patient - Travel 6 191082026
OVMMOZ0272119214331,257,545831193,2023-08-10,Mas Tec Network Solutions Turf
EGBGHQ0272119132445,165,833477875,2025-10-02,Kaiser Permanente - Patient - Travel 6 191082026
FCZKMD0272118513728,180,402867916,2025-09-26,Kaiser Permanente - Patient - Main Travel Dept 191026830
NNJEZR0272118517400,244,961674335,2025-09-26,DEAN SH PAK, INC dba INFINITY ELECTRIC
NNJEZR0272118517399,244,961674335,2025-09-26,DEAN SH PAK, INC dba INFINITY ELECTRIC
YROWFO0272118722075,290,700974853,2024-01-02,SIMMONS STEEL CORPORATION
NKMAQP0272119207052,202,584234976,2025-09-30,Hawaii National Bank
FCZKMD0272118513727,180,402867916,2025-09-26,Kaiser Permanente - Patient - Main Travel Dept 191026830
NNJEZR0272118517401,244,961674335,2025-09-26,DEAN SH PAK, INC dba INFINITY ELECTRIC
HIGYRH0272118301157,340,847041506,2024-11-24,Jas W Glover Ltd
USTVCQ0272119214429,262,946222104,2025-09-26,Outrigger Hotels and Resorts:  Exec Office
WAWFOY0272118902267,217,65904252,2025-09-30,NANA MANAGEMENT SERVICES
FBJQUW0272119137136,188,744083340,2022-11-21,Ohana Stairlifts
MJVWUE0272118749452,202,431464154,2025-09-29,Leu Okuda and Doi
UOICFJ0272118771593,1332,536772084,2025-09-29,Stanford Carr Development LLC
HJIGQA0272119106181,160,951997653,2025-09-19,Pacific AquaScapes Inc
IBNSLM0272119129913,116,847449256,2019-12-10,Enterprise Holdings 1
DHCWNN0272119165979,87,522237855,2025-10-03,REEF Development of HI, Inc.
IBNSLM0272119129914,116,847449256,2019-12-10,Enterprise Holdings 1
EHCNPP0272119133415,202,847856321,2025-10-02,Kaiser Permanente - Patient - Travel II 191068086
IDHTXB0272118722076,290,700974853,2024-12-08,SIMMONS STEEL CORPORATION
UOICFJ0272118771597,1332,536772084,2025-09-29,Stanford Carr Development LLC
NKBRUY0272119180965,160,951997653,2023-06-24,Pacific AquaScapes Inc
GWCQKZ0272117826711,152,951997653,2025-09-19,Pacific AquaScapes Inc
MVHZTU0272118883263,157,951997653,2022-05-05,Pacific AquaScapes Inc
UOICFJ0272118771594,1332,536772084,2025-09-29,Stanford Carr Development LLC
QXPCXM0272119223450,169,833477875,2021-05-24,Kaiser Permanente - Patient - Travel 6 191082026
YIDOFY0272119018480,175,896130605,2025-10-01,Hawaiian Alliance Equipment Co
SXTVPQ0272118420155,151,974709993,2019-08-20,Pape Machinery
GYTREY0272121345910,244,568649141,2019-05-10,Nordic PCL Construction-Execs
URWNDE0272120554371,143,476734381,2021-11-21,Island Movers - PCI 2
JRRSKK0272120889356,147,860196702,2025-10-20,Heide & Cook
URWNDE0272120554372,143,476734381,2021-11-21,Island Movers - PCI 2
NDBLST0272121518285,291,569674092,2024-06-24,Harris Rebar South Pacific Inc
IZAWXM0272121106026,272,134734110,2025-04-27,GOODFELLOW BROS., INC.
QOCNFG0272120885202,171,568649141,2025-10-20,Nordic PCL Construction-Execs
OJFSMG0272121218745,301,948820375,2025-10-23,Group Builders Inc 
CXVNDQ0272121332858,277,873933992,2024-06-26,DKI808, LLC dba Premier Restoration Hawaii
WBHAIM0272121231029,333,948820375,2024-03-16,Group Builders Inc 
ITUUAR0272121476264,157,948820375,2023-03-29,Group Builders Inc 
OJFSMG0272121218744,301,948820375,2025-10-23,Group Builders Inc 
WJHQBA0272120990186,152,948820375,2025-10-21,Group Builders Inc 
WJRFTA0272120987889,160,948820375,2025-10-21,Group Builders Inc 
LKJNDF0272121101987,245,568649141,2025-10-22,Nordic PCL Construction-Execs
LKJNDF0272121101984,245,568649141,2025-10-22,Nordic PCL Construction-Execs
JWPPMU0272120991663,152,948820375,2025-10-21,Group Builders Inc 
WBHAIM0272121231028,333,948820375,2024-03-16,Group Builders Inc 
WBHAIM0272121231026,333,948820375,2024-03-16,Group Builders Inc 
MEWFFG0272121346466,180,877236964,2023-11-10,D. Suehiro Electric, Inc. 
QUICXW0272120204411,259,568649141,2025-10-13,Nordic PCL Construction-Execs
IZAWXM0272121106027,272,134734110,2025-04-27,GOODFELLOW BROS., INC.
KYZWIE0272120552673,171,820325586,2022-04-27,Times Supermarket
QUICXW0272120204409,259,568649141,2025-10-13,Nordic PCL Construction-Execs
GZIXZO0272121340756,147,949636634,2019-06-25,Hawaiian Dredging Construction Co Commercial Div
LQFZVX0272119498163,147,757363331,2025-10-06,Papa Ola Lokahi
ORQVPT0272118906241,127,752991142,2025-09-30,Kaiser Permanente - Business Development 191019628
GGOUZP0272121001643,152,686404412,2025-10-21,Child and Family Service
FKEPFC0272119843684,185,502730605,2025-07-30,TD Food Group Inc
YUODIS0272120990230,147,883317562,2025-10-21,Polynesian Adventure Activities, LLC
IYDATQ0272119735029,134,764253464,2021-12-25,Outrigger Hotels and Resorts: Human Resources 1
IQWAYJ0272121215047,147,811362241,2025-10-21,Modivcare
CSMZNL0272121520808,134,778783681,2025-09-25,Foundation Building Materials
UDVFXV0272120201083,129,861951296,2025-10-13,Associa Hawaii
YCKVQF0272119612992,515,857361116,2019-06-30,YWCA Kauai
WEJWJP0272120556494,147,506630364,2025-10-16,SOH DOT Airports
SNVEPR0272119233110,129,998598215,2025-01-12,Epic Ohana Conferencing
JSNUAX0272120377161,704,475978436,2023-08-12,American Bald Eagle Foundation
GBJGHA0272121346347,140,488940255,2025-10-24,Kaiser Permanete - Travel Kacie
CQUILJ0272121228643,140,555906875,2025-10-23,KAISER TRAVEL-NORA
HMEOOT0272121003203,180,686404412,2025-10-21,Child and Family Service
MWLHWO0272120889790,138,847041506,2025-10-20,Jas W Glover Ltd
FVRABA0272120986689,147,811362241,2021-12-07,Modivcare
FVRABA0272120986690,147,811362241,2021-12-07,Modivcare
GEGDHL0272121015244,134,568617755,2021-11-22,Halau Mohala Ilima
JIXNDP0272120647611,122,975158575,2025-10-17,SOH House of Representatives
JPIQUQ0272121485880,301,27575295,2023-04-26,CRUZ CONSTRUCTION INC
YPREYU0272121499158,79,636801896,2025-10-26,Valley Well Drilling, LLC
LHKLYZ0272121564646,152,791302175,2022-03-18,Mastercare Inc.
IBYXXU0272120987595,147,510318211,2025-10-21,SOH-Department of Health
ULQZLH0272120306750,194,134734110,2025-10-14,GOODFELLOW BROS., INC.
JRJNGV0272121186592,152,694263441,2025-10-14,The Audio Visual Company
IZHZQM0272121206393,254,732470583,2025-10-08,Firetek Pacific Inc
IEYESD0272121077221,180,770529524,2023-02-01,Hawaiian Cool Water
EGFNPL0272121205594,194,732470583,2025-08-14,Firetek Pacific Inc
MREVTY0272120312974,272,425865462,2020-07-28,BEK, Inc.
MREVTY0272120312977,272,425865462,2020-07-28,BEK, Inc.
MREVTY0272120312972,272,425865462,2020-07-28,BEK, Inc.
JIPRAS0272120886573,203,943746694,2019-09-27,Title Guaranty of Hawaii
LNNPKT0272118986951,124,662978315,2019-06-15,The Episcopal Church in Hawaii
EZJOHQ0272121022064,157,948820375,2022-11-26,Group Builders Inc 
GWLODV0272120450816,131,451104931,2022-02-07,Kaiser Permanente HI Pharmacy
UEXDUK0272120205505,129,935318720,2025-10-13,KS Kaipuwaiola 99
MEFYKZ0272120554798,178,404978291,2025-10-16,SOH DOE OSSS ESB Special Needs Section
SZZJVB0272120995465,599,493735771,2025-10-21,Pacific Power Electrical Contracting LLC
QRQARD0272120205639,129,935318720,2022-05-25,KS Kaipuwaiola 99
GWRVUC0272120449420,138,916607996,2025-10-15,Mid City Restaurant Supply
NUXUXN0272119836163,143,400409741,2025-10-09,Charter Communications
FXJQJB0272121185470,208,933273806,2025-10-17,Elite Concrete LLC
QTYVHS0272120204660,138,451104931,2025-10-13,Kaiser Permanente HI Pharmacy
OATAKO0272120642929,147,935318720,2023-06-06,KS Kaipuwaiola 99
IDEDBV0272120992513,171,833477875,2025-07-27,Kaiser Permanente - Patient - Travel 6 191082026
SFKISN0272120893351,175,568649141,2021-10-13,Nordic PCL Construction-Execs
KRGSBM0272121191247,194,933273806,2023-09-13,Elite Concrete LLC
CQICZV0272120970760,143,492755760,2025-10-17,Pacific Current LLC
WYOEKJ0272121024572,254,948820375,2025-10-17,Group Builders Inc 
YXIRHG0272120948743,203,746260432,2022-03-29,KIEWIT INFRASTRUCTURE WEST CO
IPOANB0272121210728,230,692897214,2019-08-30,Derrick's Well Drilling & Pump Services, LLC
QODTPP0272120895940,102,674742600,2025-10-20,Waldron Norton Lilly Intl LLC
ANIYEN0272121086928,188,896997371,2025-10-15,Hawaiian Dredging Construction Co HEAVY
NAVILZ0272119942888,147,401314244,2025-04-13,Hawaiian Housewares Ltd
KUJKZY0272121144101,245,727895943,2025-10-22,See's Candies
NWREQN0272121185480,171,568649141,2025-10-14,Nordic PCL Construction-Execs
IBTCWC0272120990238,171,402867916,2025-10-21,Kaiser Permanente - Patient - Main Travel Dept 191026830
ETXWST0272121206456,157,619749793,2025-10-21,Zelinsky Company
EDEOJF0272121146887,476,308093240,2024-09-13,NORTHERN INSULATION SOLUTI
IEDBJY0272120994230,314,811362241,2025-10-21,Modivcare
IOQAUE0272120996998,327,425865462,2025-02-15,BEK, Inc.
KDFBDN0272120653764,296,811362241,2025-10-17,Modivcare
FYPLFN0272120656979,147,853030743,2025-08-28,Southern Glazer Wine and Spirits
IDPLID0272121204879,303,427553475,2025-10-21,Maryl Group Construction Inc 1
CNQDRI0272121210705,157,688486956,2019-12-28,Cades Schutte LLP
MILNPM0272120452855,138,616186653,2025-10-15,PACIFIC BIODIESEL
QCIXMQ0272120232003,147,853030743,2025-10-13,Southern Glazer Wine and Spirits
MREVTY0272120312979,272,425865462,2020-07-28,BEK, Inc.
MREVTY0272120312976,272,425865462,2020-07-28,BEK, Inc.
MREVTY0272120312975,272,425865462,2020-07-28,BEK, Inc.
SBAMGX0272120314435,147,935654860,2025-06-12,Ohana Pacific Health
IQXMKO0272121003452,171,437287712,2025-10-21,Kaiser Permanente Travel 7
OUDWFR0272120564314,66,772965082,2025-10-16,SOH Department of Finance
SXCKTO0272120997593,149,424067954,2025-05-01,SOH DHS MQD Finance Office
SETCBN0272119970775,131,585250890,2025-10-11,SOH DOT Administration
JTHEJH0272120890998,147,592262215,2025-10-20,Hawaii Gas 1
LMJQUB0272121211399,171,794445083,2023-04-07,Maui Electric Company Meter Shop
EVIROT0272121095533,134,692476746,2024-11-22,WorkStar Occupational Health Systems, Inc.
URGNJW0272120939245,174,794445083,2019-08-16,Maui Electric Company Meter Shop
NAZEVT0272119956496,138,951997653,2025-10-10,Pacific AquaScapes Inc
YUZBVN0272120444463,217,627199635,2025-10-15,Kaiser Permanente - Patient - Travel 5 191078486 1
IAXXMV0272120997096,216,402867916,2021-07-06,Kaiser Permanente - Patient - Main Travel Dept 191026830
CSTAOR0272121092638,175,492088376,2021-08-20,Kaiser Permanente - Continuing Care
LVHIVF0272120863199,147,948820375,2025-10-08,Group Builders Inc 
LVHIVF0272120865073,147,948820375,2025-10-08,Group Builders Inc 
LVHIVF0272120864298,147,948820375,2025-10-08,Group Builders Inc 
MQTMAM0272119735232,129,935318720,2024-02-08,KS Kaipuwaiola 99
KJGQIS0272119954445,122,482519332,2025-10-10,SOH DOE MDO CA HLLM
OPQNSA0272120320321,175,935318720,2025-10-14,KS Kaipuwaiola 99
WFYSXV0272120408655,69,975716571,2025-10-10,Aloun Farm, Inc.
CGGRQD0272118754104,110,774303530,2025-09-29,Foodland 2
UZVQKV0272119006510,157,789078032,2025-01-04,HPH Human Resources
UPVJJV0272119940435,240,794445083,2021-11-18,Maui Electric Company Meter Shop
YBVWGW0272119619712,69,553546416,2025-10-07,Johnson Brothers of Hawaii
MKHAYV0272118756809,157,529244041,2025-09-29,Island Court Reporting & Transcription Services
WFYSXV0272120409752,69,975716571,2025-10-10,Aloun Farm, Inc.
AUAIXO0272120273453,244,854523261,2025-10-07,Affiliated Construction
MPOGTF0272120306365,175,811362241,2021-07-08,Modivcare
FGVYWR0272120307472,122,975158575,2025-10-06,SOH House of Representatives
UTWAQV0272119936460,199,836865890,2025-10-10,Bow Construction Management Svc Inc
YVSJAZ0272120211248,171,406964644,2025-10-13,Hawaii Energy Systems
UXCPMC0272120316103,138,462794231,2025-02-15,Boss Communication Technologies
DCDUQK0272119847312,134,869445920,2025-10-09,Austin, Tsutsumi & Assoc., Inc
URXRPD0272119744973,147,453140531,2024-10-10,LKM Enterprises, Inc. dba AIRPRO Indoor Air Solutions
URXRPD0272119744975,147,453140531,2024-10-10,LKM Enterprises, Inc. dba AIRPRO Indoor Air Solutions
URXRPD0272119744976,147,453140531,2024-10-10,LKM Enterprises, Inc. dba AIRPRO Indoor Air Solutions
NKJYJJ0272119505483,120,999664271,2024-03-25,Honsador Lumber Corporation
GMDXCY0272120204746,138,896997371,2025-10-13,Hawaiian Dredging Construction Co HEAVY
AUAIXO0272120272290,244,854523261,2025-10-07,Affiliated Construction
AUHCIJ0272120276815,244,854523261,2025-04-14,Affiliated Construction
OZLTBD0272119850432,134,869445920,2025-10-09,Austin, Tsutsumi & Assoc., Inc
UXCDKR0272120330802,88,811362241,2025-10-14,Modivcare
GJGDSG0272120379263,134,835355916,2025-10-10,REPUBLIC NATIONAL DISTRIBUTING COMPANY
FAYTBH0272119444228,394,272005565,2019-08-01,NANA NATURAL RESOURCES
IDCELR0272119135050,129,694700996,2025-10-02,Bank of Hawaii 256
YATWTG0272119618418,129,454356335,2025-10-07,Kona Community Hospital
GKTLUA0272119614310,129,510321420,2025-10-07,Armstrong Builders LLC
HFIVPB0272120295027,102,975158575,2020-10-01,SOH House of Representatives
ATPMUW0272119028912,185,454675454,2025-10-01,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
KAJTYT0272119234273,138,794445083,2019-05-10,Maui Electric Company Meter Shop
AMYIIA0272119232890,129,403669980,2025-08-13,AMEL Technologies, Inc
UBMYQT0272120202256,203,568649141,2025-10-13,Nordic PCL Construction-Execs
NZPTAO0272120305087,245,811362241,2025-10-14,Modivcare
NZPTAO0272120305088,245,811362241,2025-10-14,Modivcare
GWVAAE0272119833176,134,809771314,2025-10-09,Hawaii Visitors and Convention Bureau
UGQYFH0272120455649,138,549346851,2025-10-13,Hawaii Technology Academy
FKFVXG0272120470174,69,883317562,2025-08-17,Polynesian Adventure Activities, LLC
FEBPXW0272119154328,770,659996864,2022-07-16,Ameriprise WTK
LSLVWD0272119132685,227,920970400,2019-05-31,Tony Hawaii Automotive Group, Ltd. dba Tony Group
OEHZJE0272119751982,244,951970132,2025-06-02,Makauila, Inc
WTPPYK0272118881614,147,569605794,2025-09-30,Bowers and Kubota Consulting
FMDAGB0272119849496,220,833477875,2025-10-09,Kaiser Permanente - Patient - Travel 6 191082026
GIILLY0272119983848,502,40106721,2022-07-15,NANA LYNDEN LOGISTICS
JJFEBN0272119739392,116,587687030,2025-10-08,Manaola Group LLC dba Manaola
UTTYHG0272119743382,259,935318720,2025-10-08,KS Kaipuwaiola 99
FOXPHY0272120071386,217,484953442,2024-12-23,808 Support Services, LLC
AUISQD0272121228719,152,425865462,2025-10-23,BEK, Inc.
WXANAH0272119482327,1055,105223683,2025-10-01,CAPE FOX CORPORATION
DHNOYZ0272120650536,97,491156912,2025-10-17,Aloha Sunshine Tours LLC
HVXKBU0272120572346,97,491156912,2019-07-24,Aloha Sunshine Tours LLC
HVXKBU0272120572343,97,491156912,2019-07-24,Aloha Sunshine Tours LLC
NUWLTL0272121346913,160,999643503,2023-06-09,Top Priority, Inc. 
IEGIBN0272121060797,166,985124851,2025-04-19,The Queens Health Systems - Finance
AUISQD0272121228722,152,425865462,2025-10-23,BEK, Inc.
AUISQD0272121228721,152,425865462,2025-10-23,BEK, Inc.
AEKLKG0272121238320,230,440340876,2022-06-03,HTBYB Direct Bill
WBEMYJ0272121237526,244,440340876,2025-10-23,HTBYB Direct Bill
AHTDWR0272121234307,230,440340876,2024-01-11,HTBYB Direct Bill
UFZZJH0272121385859,147,764981324,2025-10-01,Marketing Resource Group Inc
GPWCJW0272120451650,147,821639803,2019-10-14,EKOLU PRODUCTIONS LTD
FAWCJU0272120994083,164,594735120,2025-10-20,SOH DHS SSD Adm
UJOIOX0272120902924,83,646897016,2025-06-19,191055088 American Industrial LLC
GVSZUO0272121601627,254,455381592,2025-10-24,Kokua Geotech LLC
EIINBV0272121220772,143,843913254,2024-09-05,Kazi Restaurants of Hawaii Inc Burger King
SJSIUJ0272121345753,74,727450102,2022-05-06,Young Brothers
AGPLOA0272120640102,147,444592396,2025-10-17,SOH DHS DVR SBB
MGJNDN0272121345836,189,833477875,2025-10-24,Kaiser Permanente - Patient - Travel 6 191082026
MFLPCF0272121345667,79,811362241,2025-10-24,Modivcare
CXOCYE0272121604734,208,502730605,2025-10-22,TD Food Group Inc
WBZHMY0272121224131,147,555906875,2025-10-23,KAISER TRAVEL-NORA
FNKITX0272121346784,140,833477875,2025-09-01,Kaiser Permanente - Patient - Travel 6 191082026
AGWHDT0272120641097,88,995345993,2019-12-26,MM Medical Transport
WSIPFM0272121603891,165,502730605,2020-12-26,TD Food Group Inc
AGWHDT0272120641096,88,995345993,2019-12-26,MM Medical Transport
NSQBJN0272121346702,131,555906875,2023-08-21,KAISER TRAVEL-NORA
GEAKCM0272120725534,138,938229250,2020-06-24,Hawaii Association of Realtors
MIFRKU0272121352515,147,833477875,2021-12-29,Kaiser Permanente - Patient - Travel 6 191082026
WUQBEW0272121431975,161,732470583,2025-10-25,Firetek Pacific Inc
MGJNDN0272121345837,189,833477875,2025-10-24,Kaiser Permanente - Patient - Travel 6 191082026
MMAAQF0272121434179,254,732470583,2022-06-20,Firetek Pacific Inc
IBYXXU0272120987594,147,510318211,2025-10-21,SOH-Department of Health
YRWDMA0272120998295,231,694700996,2025-10-21,Bank of Hawaii 256
ALWNJZ0272121323778,147,756868954,2023-12-03,Pacific Security Integrations
SKVZOS0272121343493,244,902362285,2019-02-27,Grace Pacific LLC Shop Plants and Quarry
LTFMWM0272121332685,147,405176376,2021-02-08,Seal Masters of Hawaii
FNSLRX0272121341074,244,902362285,2025-10-24,Grace Pacific LLC Shop Plants and Quarry
NZMMWA0272120307070,79,663719000,2025-10-14,The Nature Conservancy
LYYMCD0272121512527,79,557611250,2021-06-16,Ferguson Enterprises
ABJVYC0272121348646,147,928547594,2025-10-24,Transdev Health Solutions
EVDHIE0272121583785,161,757316000,2024-06-06,Commercial Roofing and Waterproofing Hawaii Inc
WTLEYZ0272121075732,357,122484821,2025-10-22,GEOTEK ALASKA, INC.
WBOCLK0272121221044,147,555906875,2020-01-06,KAISER TRAVEL-NORA
EUXDFO0272118055211,131,454675454,2021-12-26,Kaiser Permanente - Hawaii Permanente Medical Group 191017482
YJHGSQ0272120787172,415,44314734,2021-03-14,ANCHORAGE INVENTORY SERVIC
IDXZXB0272121001246,231,587091466,2025-10-21,Island Energy Services
NOYYKU0272121104732,231,733122854,2025-10-22,Alaka'i Mechanical Corporation
AIJAVZ0272119741776,166,774303530,2025-10-08,Foodland 2
YUECTW0272120996223,286,811362241,2022-02-04,Modivcare
YUECTW0272120996224,286,811362241,2022-02-04,Modivcare
CTKVTG0272121100134,175,916607996,2025-10-22,Mid City Restaurant Supply
YTJZTY0272120989116,825,136097905,2021-04-07,MAGTEC ALASKA, LLC
YSTLAT0272120988577,147,992455030,2022-07-11,Meadow Gold Dairies Hawaii
AHXJEI0272120645936,166,753013796,2024-11-04,UHH OVCSA
NZBZMZ0272121620377,157,619749793,2024-03-28,Zelinsky Company
KLTPUF0272120556249,138,660911495,2025-10-16,UHA
CZZIRA0272121440055,152,400409741,2025-10-22,Charter Communications
SLBIRL0272121353730,185,811362241,2024-05-01,Modivcare
JFCMJN0272120886995,131,927860533,2025-10-20,Kaiser Permanente - Hawaii Permanente Medical Group - Learning & Program Development
EKXYLG0272120897933,138,510321420,2019-06-24,Armstrong Builders LLC
IQALJD0272119627548,129,522276812,2025-10-07,Financial Benefits Insurance
SAQRGV0272120986120,315,728917243,2025-10-21,Oahu Plumbing and Sheet Metal Ltd
ARXRIM0272121233102,285,697469463,2023-05-21,RM Towill
WAVUTH0272121089650,79,843913254,2025-10-22,Kazi Restaurants of Hawaii Inc Burger King
WGHHGB0272120564877,147,925383491,2025-10-16,Painters Local Union
GHCBJX0272120988580,138,774303530,2025-10-21,Foodland 2
GEEOKG0272121343622,157,581489720,2022-08-17,Foundations Hawaii, Inc.
ADIDQG0272121349395,167,488940255,2025-10-24,Kaiser Permanete - Travel Kacie
IJAOMQ0272121422579,147,427643053,2024-08-27,Honolulu Coffee Company
YGBYCE0272121092598,152,976544796,2019-05-09,A3 Electric LLC
MWLVBI0272120892783,147,638087844,2023-01-24,Interior Showplace 
MERXWA0272119621883,152,774303530,2025-10-07,Foodland 2
METFXI0272121338790,231,806855243,2025-10-24,Grace Pacific LLC
FOZSKQ0272121343374,277,688486956,2025-10-24,Cades Schutte LLP
AGVRSU0272121245495,171,619635435,2019-10-21,Otis Elevator
WDBGVY0272121220343,323,925473706,2025-10-23,Telecable Systems, Inc
AGVRSU0272121245494,171,619635435,2019-10-21,Otis Elevator
MWLVBI0272120892784,147,638087844,2023-01-24,Interior Showplace 
NRZDVX0272121009398,152,825631155,2023-07-07,Envision Networked Solutions
NRZDVX0272121009400,152,825631155,2023-07-07,Envision Networked Solutions
WCVMRZ0272121286397,152,765164444,2025-10-24,Beachside Roofing, LLC
GWHZIN0272121343061,248,902362285,2025-10-24,Grace Pacific LLC Shop Plants and Quarry
FRFWXC0272121350025,254,902362285,2025-10-24,Grace Pacific LLC Shop Plants and Quarry
AEUNVF0272121248008,319,746260432,2024-08-27,KIEWIT INFRASTRUCTURE WEST CO
FOVYEY0272121347432,140,833477875,2025-10-24,Kaiser Permanente - Patient - Travel 6 191082026
NLWVYO0272121500228,79,629695290,2025-10-26,Kamoku Contracting LLC
MIFRKU0272121352516,147,833477875,2021-12-29,Kaiser Permanente - Patient - Travel 6 191082026
GYFOQX0272121056736,333,719610916,2025-10-22,CO-HA Builders, Inc. dba Applied Surfacing Technology
FTYGRC0272119320894,138,774303530,2025-10-04,Foodland 2
AVJBGU0272121301130,259,581489720,2022-08-01,Foundations Hawaii, Inc.
LJTFFM0272121109225,222,733122854,2019-12-14,Alaka'i Mechanical Corporation
DIRRSZ0272120957661,180,580266562,2024-08-07,Pauls Electrical
WBMQGH0272121214977,249,465050191,2025-10-23,United Public Workers
WBQWLR0272121239395,147,861951296,2021-11-09,Associa Hawaii
QUHPJG0272119731673,189,998598215,2025-07-27,Epic Ohana Conferencing
EGDACV0272120613941,490,26562023,2019-08-20,NORTON SOUND HEALTH CORPOR
WLUGKW0272120991004,249,811362241,2025-10-21,Modivcare
